Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Euro area,Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,121.28","1,169.80","1,204.37","1,310.18","1,544.87","1,862.05","2,031.58","2,308.32","2,755.41","3,071.50","2,469.74","2,749.52","3,219.51","3,223.22","3,394.92","3,546.36","3,236.15","3,244.99","3,564.43","3,877.55","3,817.33","3,485.73","4,149.19",n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,167.13","3,332.08","3,354.54","3,438.54","3,642.83","3,497.33","3,590.26","4,048.43","4,759.33","5,174.10","5,808.26","6,590.59","7,198.31","5,760.40","6,617.12","7,582.81","7,558.61","7,702.07","7,970.09","7,264.50","7,234.39","7,777.63","8,372.40","8,249.78","7,199.57","8,563.61","9,332.09","9,670.71","10,151.53","10,614.44","11,086.76","11,527.65",
Other advanced economies (Advanced economies excluding G7 and euro area),Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,255.509,256.756,304.838,381.52,449.296,481.428,546.587,576.196,613.18,644.805,734.473,902.638,952.174,970.658,916.124,"1,155.37","1,358.47","1,271.51","1,349.05","1,557.29","1,908.58","2,156.47","2,453.54","2,828.80","3,238.54","2,682.69","3,302.27","3,932.04","4,038.44","4,183.98","4,170.01","3,731.64","3,650.14","3,993.81","4,328.09","4,195.84","3,910.13","4,889.51","5,297.70","5,432.97","5,664.98","5,916.49","6,179.49","6,445.21",
Emerging market and developing economies,Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,479.49","1,387.42","1,450.39","1,796.12","1,772.57","1,922.19","2,328.96","3,019.26","3,771.43","4,568.13","5,488.17","6,696.96","5,296.76","6,658.89","8,270.71","8,599.48","8,870.90","8,905.29","7,666.95","7,354.04","8,313.24","9,252.88","9,117.28","8,255.59","10,733.25","12,202.45","12,450.59",n/a,n/a,n/a,n/a,
Emerging and developing Asia,Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,536.226,513.529,536.897,652.492,646.543,738.191,907.203,"1,179.48","1,441.32","1,780.67","2,186.66","2,570.82","2,209.11","2,859.35","3,448.18","3,649.20","3,871.72","4,018.51","3,792.69","3,668.22","4,095.99","4,469.64","4,455.47","4,380.52","5,603.97","6,118.58","6,320.79",n/a,n/a,n/a,n/a,
Emerging and developing Europe,Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,165.481,219.857,249.625,263.446,255.308,234.324,294.769,306.008,337.987,429.09,564.441,691.874,832.134,"1,019.89","1,299.53",945.445,"1,127.77","1,402.31","1,422.51","1,476.26","1,471.98","1,193.80","1,141.48","1,336.05","1,536.18","1,528.67","1,348.80","1,794.53","1,896.85","1,972.70",n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Exports of goods and services,U.S. dollars,Billions,,119.249,129.855,119.486,118.706,130.234,124.656,106.463,121.145,136.63,151.739,169.349,169.257,178.854,191.161,217.821,269.091,299.18,331.052,329.577,348.641,417.123,401.591,403.414,439.863,540.633,652.864,774.492,875.009,"1,013.23",799.111,998.56,"1,233.05","1,272.24","1,267.17","1,244.91","1,080.83","1,052.79","1,175.23","1,268.40","1,247.04","1,074.23","1,373.68","1,575.92","1,598.21",n/a,n/a,n/a,n/a,
Middle East and Central Asia,Exports of goods and services,U.S. dollars,Billions,,213.547,224.996,181.48,147.783,137.483,120.734,87.21,103.233,104.32,124.198,165.915,161.31,181.885,183.84,187.175,216.193,248.689,252.429,204.043,240.1,324.831,311.251,330.178,412.106,553.243,751.119,911.469,"1,085.29","1,421.21","1,041.30","1,283.96","1,695.83","1,778.39","1,777.36","1,715.22","1,255.98","1,172.97","1,336.08","1,555.37","1,473.80","1,114.65","1,516.90","2,085.95","2,037.40",n/a,n/a,n/a,n/a,
Sub-Saharan Africa,Exports of goods and services,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,52.279,47.683,58.758,59.98,61.81,74.204,71.058,72.844,70.798,72.353,85.273,95.507,96.338,84.959,90.426,106.902,107.18,112.422,140.698,181.462,234.247,269.361,321.331,392.174,301.794,389.257,491.336,477.152,478.391,454.668,343.663,318.575,369.887,423.292,412.301,337.391,444.167,525.152,521.488,n/a,n/a,n/a,n/a,
Advanced economies,Financial account balance,U.S. dollars,Billions,,-48.056,-22.392,9.655,-10.829,-26.685,-38.271,19.87,-58.423,-35.761,-14.911,-112.881,-65.696,-34.825,33.639,-34.796,55.509,-11.919,-31.314,152.366,-20.394,-315.394,-207.409,-317.744,-307.629,-97.582,-391.375,-511.529,-345.605,-751.855,-59.595,-118.623,-246.333,-136.164,224.9,304.508,282.498,433.387,433.41,480.215,155.868,29.673,465.757,-307.789,-116.319,77.824,171.933,214.711,222.77,
Euro area,Financial account balance,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-23.332,-69.252,25.504,8.741,1.814,87.962,31.731,-4.486,-23.238,-327.373,49.88,-23.039,-48.303,167.65,376.287,372.642,338.497,313.229,392.775,330.319,273.564,222.165,404.695,n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),Financial account balance,U.S. dollars,Billions,,-18.76,8.617,23.395,-0.743,-29.21,-41.689,0.459,-90.667,-60.915,-11.004,-88.897,-61.541,-49.737,-12.344,-60.603,31.059,-38.886,-48.889,76.91,-112.542,-365.317,-299.818,-408.344,-463.189,-287.64,-549.177,-630.627,-299.03,-605.635,-138.84,-343.231,-461.538,-400.842,-299.194,-36.464,-121.004,6.572,4.145,44.384,-195.97,-396.426,-291.336,-917.921,-700.796,-508.2,-416.659,-392.687,-401.15,
Other advanced economies (Advanced economies excluding G7 and euro area),Financial account balance,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.43,25.292,2.541,-4.949,9.71,20.688,21.197,13.295,2.077,23.94,6.929,67.98,104.473,75.428,111.834,106.819,147.928,189.374,210.076,200.103,127.025,74.944,142.473,275.59,287.611,250.865,375.948,297.215,295.185,325.396,309.389,355,337.37,383.051,562.032,496.458,461.063,448.911,459.729,470.155,472.636,
Emerging market and developing economies,Financial account balance,U.S. dollars,Billions,,32.545,-11.147,-52.01,-58.016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-127.871,-122.206,-23.744,77.859,12.348,90.544,148.005,225.968,368.927,605.017,541.368,575.324,65.244,153.485,226.476,120.378,-7.899,-1.816,-313.016,-424.219,-284.296,-258.675,-146.038,57.729,152.235,653.76,522.265,n/a,n/a,n/a,n/a,
Emerging and developing Asia,Financial account balance,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.013,34.77,27.218,24.52,30.475,65.745,87.887,98.324,161.271,271.603,405.225,457.426,214.062,167.424,67.342,24.871,34.726,142.158,61.191,-37.784,-68.948,-270.596,-62.626,145.357,62.157,203.643,176.674,n/a,n/a,n/a,n/a,
Emerging and developing Europe,Financial account balance,U.S. dollars,Billions,,-3.849,-7.119,-1.882,-1.525,1.656,-2.04,-1.855,-4.155,0.496,-0.61,-4.402,-1.61,n/a,n/a,7.703,-5.413,-6.661,-24.367,-24.544,-1.312,20.854,8.427,-7.614,-3.567,12.987,12.706,20.061,-82.579,-78.041,-26.191,-38.625,-28.45,-22.92,-56.93,-26.168,68.588,10.459,-22.969,109.88,63.057,11.702,95.721,170.204,150.55,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Financial account balance,U.S. dollars,Billions,,-40.167,-52.357,-43.291,-2.227,0.375,-3.584,-15.527,-5.621,-9.94,-5.686,4.213,-11.322,-32.927,-47.501,-55.727,-36.266,-50.94,-85.266,-98.976,-58.877,-49.679,-64.195,-16.117,9.487,21.064,40.415,54.367,11.508,-40.556,-37.231,-112.795,-130.342,-161.285,-188.733,-196.216,-188.68,-106.535,-108.627,-160.457,-119.786,0.531,-93.252,-98.105,-85.422,n/a,n/a,n/a,n/a,
Middle East and Central Asia,Financial account balance,U.S. dollars,Billions,,n/a,81.506,29.4,-26.323,-26.959,-18.127,-18.633,-16.436,-6.592,-0.934,-0.499,-80.888,-37.531,-30.488,-20.713,-5.777,5.189,4.991,-20.961,14.019,71.79,35.485,52.437,51.218,73.839,130.505,208.757,206.275,248.211,-34.281,142.586,332.495,305.273,258.311,156.916,-186.163,-225.547,-38.878,103.801,27.741,-78.805,98.414,401.169,325.997,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,Financial account balance,U.S. dollars,Billions,,-0.188,-18.748,-15.243,-9.606,-2.985,1.649,-1.153,-1.085,-4,-1.163,3.467,-0.256,-0.521,-2.455,-1.967,-6.338,2.366,-4.216,-12.495,-4.792,10.374,2.156,-3.906,2.981,19.754,24.03,50.228,0.939,-11.716,-51.114,-5.106,-14.569,-25.561,-55.273,-78.506,-67.953,-64.811,-44.875,-41.303,-54.425,-21.056,-10.805,-23.152,-45.535,n/a,n/a,n/a,n/a,
Advanced economies,"Direct investment, net",U.S. dollars,Billions,,7.835,4.641,2.229,10.689,11.593,23.362,28.224,26.185,48.908,66.296,64.389,74.82,76.063,71.305,103.095,109.189,122.702,131.331,154.42,149.461,-43.449,85.802,61.371,156.337,405.871,137.864,300.976,549.829,658.887,327.091,331.996,370.38,126.967,176.655,244.1,3.219,-246.522,355.446,-53.049,4.254,49.753,501.772,250.398,81.26,74.048,83.43,82.519,92.668,
Euro area,"Direct investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,113.626,12.902,98.214,-21.325,10.871,97.989,253.33,199.574,122.079,318.647,112.604,91.82,134.875,55.202,7.602,89.284,244.323,150.789,74.076,121.213,96.387,-229.163,345.616,n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),"Direct investment, net",U.S. dollars,Billions,,7.069,5.791,3.069,9.817,7.712,16.152,22.753,17.401,33.199,42.916,64.528,80.201,76.495,78.79,100.434,115.223,103.271,110.409,147.081,177.628,-54.443,85.288,88.174,134.184,328.735,-55.947,78.504,525.533,422.231,283.734,270.071,404.208,282.518,239.799,217.132,-80.096,-223.566,332.531,-116.093,104.466,171.185,326.577,214.035,152.855,166.297,171.785,184.347,196.595,
Other advanced economies (Advanced economies excluding G7 and euro area),"Direct investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.657,17.33,9.588,0.689,7.531,3.349,5.332,-7.789,17.378,13.94,6.847,-46.161,-3.133,-8.352,-6.476,8.909,6.289,57.939,17.587,9.432,16.092,21.984,93.248,-6.205,-33.294,31.18,-6.052,-102.512,-79.73,-158.296,34.03,-42.534,60.571,-77.482,-88.756,-186.462,-205.461,-199.072,-209.403,-208.052,
Emerging market and developing economies,"Direct investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-155.152,-153.498,-164.484,-146.51,-165.857,-149.088,-149.265,-189.417,-266.554,-286.759,-432.931,-468.748,-328.349,-448.645,-535.76,-497.627,-483.542,-433.36,-345.249,-261.628,-311.409,-376.813,-366.987,-327.432,-514.874,-354.491,-351.777,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Direct investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-60.777,-57.698,-54.343,-45.586,-46.559,-58.816,-59.861,-73.75,-112.458,-124.972,-170.484,-150.417,-114.093,-223.215,-276.294,-219.58,-271.36,-201,-139.714,-26.202,-108.516,-170.497,-144.709,-164.818,-296.71,-217.803,-156.824,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Direct investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.336,-16.064,-14.689,-17.111,-14.03,-15.057,-14.929,-16.215,-11.887,-13.63,-32.785,-41.36,-73.773,-91.719,-95.064,-30.722,-24.831,-39.188,-37.512,-15.43,0.46,-22.024,-45.384,-28.944,-25.396,-53.499,-37.786,-39.611,7.35,-29.432,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Direct investment, net",U.S. dollars,Billions,,-5.636,-8.519,-6.587,-5.01,-4.064,-5.828,-3.958,-4.989,-8.359,-7.301,-7.058,-11.364,-13.205,-8.718,-23.586,-24.751,-40.322,-58.342,-62.449,-81.417,-72.06,-68.033,-51.801,-38.113,-48.236,-56.87,-29.845,-91.288,-104.102,-70.983,-104.39,-152.44,-162.191,-150.919,-140.921,-133.359,-124.811,-121.15,-148.623,-114.726,-90.891,-97.778,-106.908,-116.46,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"Direct investment, net",U.S. dollars,Billions,,n/a,-8.186,-11.744,-5.56,-6.073,-1.985,-2.057,1.878,0.053,0.7,-2.865,-1.817,-2.575,-6.002,-7.316,-5.739,-7.214,-13.535,-15.189,-7.301,-8.287,-18.329,-15.202,-26.529,-26.388,-39.655,-51.001,-57.804,-80.464,-80.051,-58.29,-36.554,-44.196,-23.747,-43.722,-12.395,-30.96,-15.424,-11.35,-23.548,-23.304,-11.241,-5.293,-8.788,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Direct investment, net",U.S. dollars,Billions,,0.39,-0.524,-1.243,-0.884,-0.549,-0.534,-0.354,-0.856,-0.712,-2.175,-0.549,-1.435,0.906,-1.619,-2.321,-1.622,-3.152,-5.387,-4.132,-6.365,-5.648,-16.721,-11.381,-11.133,-8.257,-16.212,-7.167,-21.637,-38.701,-32.501,-37.92,-31.284,-34.148,-22.087,-48.178,-37.757,-34.271,-37.375,-20.946,-30.505,-10.633,-69.534,-31.837,-40.272,n/a,n/a,n/a,n/a,
Advanced economies,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,-20.667,-37.882,-53.468,-40.587,-15.059,-77.305,-151.563,-49.19,-217.74,22.247,-159.936,-193.738,-183.148,135.575,-145.76,-201.055,-5.02,-388.536,-423.322,-694.825,-657.591,-698.484,-944.535,"-1,559.71",-531.231,-979.642,"-1,106.13",-249.551,-578.239,57.801,164.076,486.797,-10.095,506.689,57.349,183.154,288.53,-285.561,-198.889,-71.451,1.592,-7.686,14.847,
Euro area,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.186,93.353,-65.439,-130.377,-61.436,-55.044,-131.681,-232.297,-171.057,-321.676,-394.13,-107.029,-400.609,-201.49,-65.864,87.041,133.496,529.806,402.552,272.606,-117.479,614.384,505.685,n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,-20.249,-43.608,-47.922,-26.909,1.629,-55.794,-116.483,-24.428,-136.584,-49.816,-154.735,-227.373,-243.422,28.484,-209.513,-233.856,-148.996,-456.275,-534.774,-719.471,-566.202,-475.532,-975.009,"-1,555.37",-327.623,-722.173,"-1,072.35",-268.617,-528.239,-15.418,122.273,156.094,-133.921,170.35,-171.33,-451.943,-105.07,-488.895,-432.246,-262.302,-210.739,-248.535,-238.063,
Other advanced economies (Advanced economies excluding G7 and euro area),"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.691,-11.729,-8.91,-17.831,-26.051,22.483,-11.777,2.168,23.681,3.027,35.624,35.691,145.083,117.106,70.361,129.925,63.948,185.796,186.906,178.455,-109.509,-61.784,52.09,149.427,140.969,173.962,324.686,247.554,151.404,371.634,307.039,278.034,477.858,344.338,371.855,320.991,338.455,365.818,381.13,
Emerging market and developing economies,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-82.606,-19.017,-11.229,48.854,53.903,31.285,18.507,-5.792,6.489,79.041,-38.937,134.135,-82.268,-219.239,-137.3,-244.825,-146.856,-88.378,124.552,-57.376,-209.336,-102.028,-62.373,4.843,114.621,389.867,47.53,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.443,9.945,6.118,7.27,18.327,10.423,-26.537,-43.1,-16.673,44.734,-59.306,5.778,-67.405,-91.248,-57.85,-115.511,-64.533,-124.623,81.564,31.111,-70.129,-100.284,-72.922,-107.529,-23.068,208.26,-45.57,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.458,-0.476,n/a,n/a,-2.54,-1.204,-4.949,-50.988,-7.489,-6.309,7.917,2.318,-4.178,-3.923,-26.139,-20.174,-31.159,-4.545,51.968,-6.79,-49.982,-40.732,-92.84,-36.5,23.815,53.46,-9.394,-34.487,11.083,-1.641,21.065,39.209,74.056,50.319,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Portfolio investment, net",U.S. dollars,Billions,,-1.134,-2.389,-4.189,-0.821,-0.199,1.384,2.252,1.598,-1.232,-2.762,6.25,-14.968,-27.936,-48.323,-70.143,-4.541,-49.617,-31.586,-26.058,-4.229,-1.883,1.641,16.183,3.984,15.228,13.415,9.014,-43.244,-8.794,-28.24,-97.518,-103.297,-82.207,-98.837,-108.211,-50.772,-50.453,-39.256,-14.095,1.674,2.533,-1.719,-1.393,-1.694,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"Portfolio investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3,-2.477,n/a,-8.011,-0.114,-6.042,1.63,19.847,7.837,1.455,33.386,24.102,7.71,44.802,52.696,30.778,73.27,74.056,60.868,28.203,18.516,83.462,74.063,74.364,129.265,61.786,-12.086,-41.488,5.807,29.218,86.374,55.498,103.488,39.991,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Portfolio investment, net",U.S. dollars,Billions,,0.706,0.197,-0.558,0.627,-1.062,-0.585,0.477,-0.387,-0.08,0.353,0.422,-0.421,-3.909,-0.578,-2.598,-2.36,-1.729,-6.436,-3.253,-8.264,2.163,7.515,1.148,0.18,-4.477,-0.857,-16.817,-5.898,24.315,-8.037,0.993,-18.884,-28.33,-21.349,-8.625,-21.485,-16.554,-23.977,-4.538,-18.702,2.399,44.701,5.456,4.485,n/a,n/a,n/a,n/a,
Advanced economies,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.649,19.029,-13.617,10.301,-16.401,6.244,10.077,15.685,10.364,-69.366,174.09,336.4,-133.177,-114.139,-13.698,-97.146,74.686,1.792,-85.567,32.394,21.499,51.688,25.704,89.009,50.549,48.667,52.056,36.331,41.927,35.323,34.264,
Euro area,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.958,9.382,0.66,11.635,15.548,10.552,21.67,0.703,91.52,72.503,-10.631,-4.36,5.252,38.769,2.011,49.727,126.498,11.209,12.863,46.7,8.591,33.899,82.453,n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.55,12.736,-0.022,6.755,-21.744,-2.885,21.063,13.759,0.849,-64.458,158.232,314.383,-132.722,-74.83,-34.4,-31.861,137.237,28.462,-88.457,31.494,70.537,-15.374,7.406,121.026,33.998,31.186,41.041,31.433,36.995,32.926,34.295,
Other advanced economies (Advanced economies excluding G7 and euro area),"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.183,-1.566,-0.856,-11.77,19.384,-15.223,31.13,-28.313,-33.53,-22.42,-11.95,3.206,-5.597,31.945,20.014,-9.043,-20.685,-8.129,-15.632,-23.376,-24.174,-28.015,-31.914,
Emerging and developing Asia,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.194,-0.267,1.477,-1.999,0.739,0.726,-4.564,2.307,4.648,-2.565,15.863,18.097,17.758,18.308,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.058,-0.134,-0.167,-0.899,-0.388,0.453,0.942,1.212,4.285,4.047,1.507,3.414,-1.589,-0.902,5.82,4.975,0.399,-2.531,-2.805,1.446,0.063,-6.214,-2.054,-2.469,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.494,1.377,3.777,-2.54,0.708,5.448,2.354,1.801,6.767,1.439,-2.914,3.944,4.096,4.886,5.721,0.811,3.509,2.546,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Financial derivatives, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.006,0.004,0.004,0.003,-0.005,0.004,0.006,0.02,-0.001,-0.205,-0.213,-1.665,-1.737,-0.765,-1.513,-0.374,1.023,0.193,-0.527,0.281,0.655,-0.173,-0.257,-0.286,n/a,n/a,n/a,n/a,
Advanced economies,"Other investment, net",U.S. dollars,Billions,,-35.234,1.195,13.511,-11.463,-18.894,-53.029,-19.319,-153.058,-81.414,-86.388,-148.725,10.731,-50.396,107.731,-211.811,15.154,-35.59,-28.517,-190.449,-135.358,-166.72,-321.698,-123.206,-305.325,-52.754,71.385,-150.669,-195.656,-263.153,-204.774,290.518,153.384,-189.918,398.735,-139.081,-25.624,-18.032,-178.64,-153.012,1.634,-649.978,"-1,003.30",-342.812,-141.055,-107.261,-103.296,-42.788,-62.194,
Euro area,"Other investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-170.08,-168.657,8.03,146.38,68.296,49.954,-89.18,25.916,-72.754,-409.511,283.392,-13.685,185.181,258.729,424.422,142.188,-177.437,-395.679,-95.514,-140.037,279.346,-211.821,-683.127,n/a,n/a,n/a,n/a,n/a,n/a,
Major advanced economies (G7),"Other investment, net",U.S. dollars,Billions,,-2.309,35.858,48.87,7.038,-7.783,-37.836,-2.273,-133.319,-85.864,-62.122,-117.504,-12.506,-79.993,9.029,-131.176,-5.393,28.898,52.498,-117.888,-131.359,-138.143,-247.088,-83.937,-267.757,-66.345,73.699,-205.696,-55.075,179.767,-90.142,113.068,34.23,-371.907,-197.317,-284.899,-120.396,28.65,-294.59,-62.724,-171.819,-263.596,-857.433,-697.306,-477.407,-459.431,-431.044,-378.148,-410.996,
Other advanced economies (Advanced economies excluding G7 and euro area),"Other investment, net",U.S. dollars,Billions,,-18.307,-25.782,-25.599,-12.446,-9.953,-10.887,-15.607,-7.72,4.679,-17.341,-15.975,16.766,11.583,19.473,-29.754,-1.104,-10.247,-43.174,20.3,19.466,3.633,-45.005,-67.473,-21.137,-24.249,37.095,-75.206,-83.842,-151.757,-121.45,-19.677,85.786,-111.678,136.212,40.345,-90.866,3.946,108.39,-132.101,22.497,-269.311,-74.352,258.282,220.559,230.447,216.487,215.512,210.264,
Emerging market and developing economies,"Other investment, net",U.S. dollars,Billions,,-7.987,-45.677,-21.351,-19.398,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.905,34.681,102.906,106.611,32.685,45.127,23.653,29.849,53.769,67.939,-187.549,194.6,-52.767,-32.513,152.05,448.823,74.529,407.978,479.499,384.763,62.321,104.111,119.786,275.421,36.004,719.546,467.077,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Other investment, net",U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.191,55.42,45.333,49.836,-2.926,7.28,18.942,-29.062,10.377,-15.141,15.253,105.127,-65.244,-98.04,-29.326,214.757,-83.319,281.35,460.596,356.967,-80.26,-16.62,70.909,242.952,117.864,454.26,216.615,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Other investment, net",U.S. dollars,Billions,,-4.238,-6.478,-2.602,-1.882,0.677,-1.505,-2.846,-4.954,1.205,-1.603,-2.152,1.895,n/a,n/a,10.882,-21.81,5.87,27.67,-2.795,8.192,7.315,12,-12.205,-24.037,12.186,-39.972,-11.938,-183.309,-6.287,-23.791,-45.876,20.796,57.599,3.76,66.329,40.074,29.381,26.923,79.458,23.642,31.954,-32.71,160.776,138.98,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Other investment, net",U.S. dollars,Billions,,-32.455,-40.095,-12.354,4.589,-3.966,0.632,-4.939,-7.899,6.559,3.732,-10.668,-2.218,-14.1,-11.451,48.487,-27.501,27.037,2.565,-1.349,32.998,20.585,-0.576,16.592,12.909,30.024,43.898,21.435,16.377,29.043,12.616,-0.59,11.514,21.754,46.527,6.468,22.826,50.563,30.64,-15.758,21.16,66.77,-43.722,-3.815,16.483,n/a,n/a,n/a,n/a,
